grupo, algorithm, heuristic, domain, instance, cost, h0, generated, time, gen_per_sec
x, a_star, pdb, 15puzzle_korf, '4 5 7 2 9 14 12 13 B 3 6 11 8 1 15 10', 62, 68, 104201, 0.020691, 5.03605e+06
x, a_star, pdb, 15puzzle_korf, '11 15 14 13 1 9 10 4 3 6 2 12 7 5 8 B', 92, 110, 924966, 0.189207, 4.88865e+06
x, a_star, pdb, 15puzzle_korf, '12 9 B 6 8 3 5 14 2 4 11 7 10 1 15 13', 62, 72, 93699, 0.018335, 5.11039e+06
x, a_star, pdb, 15puzzle_korf, '3 14 9 7 12 15 B 4 1 8 5 6 11 10 2 13', 67, 75, 22355, 0.004794, 4.66312e+06
x, a_star, pdb, 15puzzle_korf, '8 4 6 1 14 12 2 15 13 10 9 5 3 7 B 11', 71, 85, 2894, 0.000672, 4.30655e+06
x, a_star, pdb, 15puzzle_korf, '6 10 1 14 15 8 3 5 13 B 2 7 4 9 11 12', 69, 79, 3116, 0.000708, 4.40113e+06
x, a_star, pdb, 15puzzle_korf, '8 11 4 6 7 3 10 9 2 12 15 13 B 1 5 14', 67, 81, 119753, 0.024409, 4.9061e+06
x, a_star, pdb, 15puzzle_korf, '10 B 2 4 5 1 6 12 11 13 9 7 15 3 14 8', 69, 83, 119075, 0.023808, 5.00147e+06
x, a_star, pdb, 15puzzle_korf, '12 5 13 11 2 10 B 9 7 8 4 3 14 6 15 1', 75, 87, 125702, 0.025835, 4.86557e+06
x, a_star, pdb, 15puzzle_korf, '10 2 8 4 15 B 1 14 11 13 3 6 9 7 5 12', 70, 86, 3644596, 0.769654, 4.73537e+06
x, a_star, pdb, 15puzzle_korf, '10 8 B 12 3 7 6 2 1 14 4 11 15 13 9 5', 76, 90, 96475, 0.021297, 4.52998e+06
x, a_star, pdb, 15puzzle_korf, '14 9 12 13 15 4 8 10 B 2 1 7 3 11 5 6', 84, 108, 343532, 0.077583, 4.42793e+06
x, a_star, pdb, 15puzzle_korf, '12 11 B 8 10 2 13 15 5 4 7 3 6 9 14 1', 72, 86, 231148, 0.049015, 4.71586e+06
x, a_star, pdb, 15puzzle_korf, '13 8 14 3 9 1 B 7 15 5 4 10 12 2 6 11', 51, 63, 36868, 0.008107, 4.54767e+06
x, a_star, pdb, 15puzzle_korf, '3 15 2 5 11 6 4 7 12 9 1 B 13 14 10 8', 69, 85, 32420, 0.006756, 4.7987e+06
x, a_star, pdb, 15puzzle_korf, '5 11 6 9 4 13 12 B 8 2 15 10 1 7 3 14', 72, 88, 16677, 0.003426, 4.86778e+06
x, a_star, pdb, 15puzzle_korf, '5 B 15 8 4 6 1 14 10 11 3 9 7 12 2 13', 69, 83, 3913, 0.00091, 4.3e+06
x, a_star, pdb, 15puzzle_korf, '15 14 6 7 10 1 B 11 12 8 4 9 2 5 13 3', 69, 75, 14194341, 2.98978, 4.74762e+06
x, a_star, pdb, 15puzzle_korf, '11 14 13 1 2 3 12 4 15 7 9 5 10 6 8 B', 90, 100, 633494, 0.144392, 4.38732e+06
x, a_star, pdb, 15puzzle_korf, '6 13 3 2 11 9 5 10 1 7 12 14 8 4 B 15', 61, 69, 64089, 0.013504, 4.74593e+06
x, a_star, pdb, 15puzzle_korf, '4 6 12 B 14 2 9 13 11 8 3 15 7 10 1 5', 75, 99, 14037, 0.002981, 4.70882e+06
x, a_star, pdb, 15puzzle_korf, '8 10 9 11 14 1 7 15 13 4 B 12 6 2 5 3', 76, 88, 9657108, 2.0501, 4.71056e+06
x, a_star, pdb, 15puzzle_korf, '5 2 14 B 7 8 6 3 11 12 13 15 4 10 9 1', 65, 75, 1337, 0.000433, 3.08776e+06
x, a_star, pdb, 15puzzle_korf, '7 8 3 2 10 12 4 6 11 13 5 15 B 1 9 14', 57, 69, 513225, 0.106215, 4.83194e+06
x, a_star, pdb, 15puzzle_korf, '11 6 14 12 3 5 1 15 8 B 10 13 9 7 4 2', 77, 89, 35879, 0.008012, 4.47816e+06
x, a_star, pdb, 15puzzle_korf, '7 1 2 4 8 3 6 11 10 15 B 5 14 12 13 9', 58, 72, 12232, 0.003085, 3.96499e+06
x, a_star, pdb, 15puzzle_korf, '7 3 1 13 12 10 5 2 8 B 6 11 14 15 4 9', 65, 71, 53852, 0.011327, 4.7543e+06
x, a_star, pdb, 15puzzle_korf, '6 B 5 15 1 14 4 9 2 13 8 10 11 12 7 3', 63, 83, 504470, 0.107568, 4.68978e+06
x, a_star, pdb, 15puzzle_korf, '15 1 3 12 4 B 6 5 2 8 14 9 13 10 7 11', 60, 74, 5340, 0.001186, 4.50253e+06
x, a_star, pdb, 15puzzle_korf, '5 7 B 11 12 1 9 10 15 6 2 3 8 4 13 14', 54, 64, 32907, 0.00667, 4.93358e+06
x, a_star, pdb, 15puzzle_korf, '12 15 11 10 4 5 14 B 13 7 1 2 9 8 3 6', 70, 86, 11842, 0.00263, 4.50266e+06
x, a_star, pdb, 15puzzle_korf, '6 14 10 5 15 8 7 1 3 4 2 B 12 9 11 13', 57, 79, 2810, 0.00083, 3.38554e+06
x, a_star, pdb, 15puzzle_korf, '14 13 4 11 15 8 6 9 B 7 3 1 2 10 12 5', 82, 98, 209886, 0.044948, 4.66953e+06
x, a_star, pdb, 15puzzle_korf, '14 4 B 10 6 5 1 3 9 2 13 15 12 7 8 11', 54, 70, 1423, 0.000333, 4.27327e+06
x, a_star, pdb, 15puzzle_korf, '15 10 8 3 B 6 9 5 1 14 13 11 7 2 12 4', 71, 83, 726252, 0.15781, 4.60207e+06
x, a_star, pdb, 15puzzle_korf, 'B 13 2 4 12 14 6 9 15 1 10 3 11 5 8 7', 68, 86, 1962, 0.000489, 4.01227e+06
x, a_star, pdb, 15puzzle_korf, '3 14 13 6 4 15 8 9 5 12 10 B 2 7 1 11', 67, 85, 1902, 0.000495, 3.84242e+06
x, a_star, pdb, 15puzzle_korf, 'B 1 9 7 11 13 5 3 14 12 4 2 8 6 10 15', 50, 68, 6342, 0.00128, 4.95469e+06
x, a_star, pdb, 15puzzle_korf, '11 B 15 8 13 12 3 5 10 1 4 6 14 9 7 2', 79, 93, 319353, 0.070915, 4.50332e+06
x, a_star, pdb, 15puzzle_korf, '13 B 9 12 11 6 3 5 15 8 1 10 4 14 2 7', 75, 91, 21948, 0.004893, 4.48559e+06
x, a_star, pdb, 15puzzle_korf, '14 10 2 1 13 9 8 11 7 3 6 12 15 5 4 B', 78, 94, 667501, 0.142311, 4.69044e+06
x, a_star, pdb, 15puzzle_korf, '12 3 9 1 4 5 10 2 6 11 15 B 14 7 13 8', 63, 83, 905, 0.000279, 3.24373e+06
x, a_star, pdb, 15puzzle_korf, '15 8 10 7 B 12 14 1 5 9 6 3 13 11 4 2', 65, 69, 205686, 0.041922, 4.9064e+06
x, a_star, pdb, 15puzzle_korf, '4 7 13 10 1 2 9 6 12 8 14 5 3 B 11 15', 50, 66, 78989, 0.015022, 5.25822e+06
x, a_star, pdb, 15puzzle_korf, '6 B 5 10 11 12 9 2 1 7 4 3 14 8 13 15', 61, 71, 131550, 0.027042, 4.86465e+06
x, a_star, pdb, 15puzzle_korf, '9 5 11 10 13 B 2 1 8 6 14 12 4 7 3 15', 68, 80, 135949, 0.027181, 5.00162e+06
x, a_star, pdb, 15puzzle_korf, '15 2 12 11 14 13 9 5 1 3 8 7 B 10 6 4', 77, 105, 254891, 0.049781, 5.12025e+06
x, a_star, pdb, 15puzzle_korf, '11 1 7 4 10 13 3 8 9 14 B 15 6 5 2 12', 66, 80, 303176, 0.058965, 5.14163e+06
x, a_star, pdb, 15puzzle_korf, '5 4 7 1 11 12 14 15 10 13 8 6 2 B 9 3', 56, 74, 3548, 0.000975, 3.63897e+06
x, a_star, pdb, 15puzzle_korf, '9 7 5 2 14 15 12 10 11 3 6 1 8 13 B 4', 69, 81, 183473, 0.036956, 4.96463e+06
x, a_star, pdb, 15puzzle_korf, '3 2 7 9 B 15 12 4 6 11 5 14 8 13 10 1', 71, 83, 4214, 0.00099, 4.25657e+06
x, a_star, pdb, 15puzzle_korf, '13 9 14 6 12 8 1 2 3 4 B 7 5 10 11 15', 52, 74, 269, 9.6e-05, 2.80208e+06
x, a_star, pdb, 15puzzle_korf, '5 7 11 8 B 14 9 13 10 12 3 15 6 1 4 2', 73, 85, 27437, 0.005659, 4.84838e+06
x, a_star, pdb, 15puzzle_korf, '4 3 6 13 7 15 9 B 10 5 8 11 2 12 1 14', 68, 76, 73765, 0.014339, 5.14436e+06
x, a_star, pdb, 15puzzle_korf, '1 7 15 14 2 6 4 9 12 11 13 3 B 8 5 10', 61, 77, 101478, 0.020093, 5.05042e+06
x, a_star, pdb, 15puzzle_korf, '9 14 5 7 8 15 1 2 10 4 13 6 12 B 11 3', 54, 66, 3323, 0.000703, 4.72688e+06
x, a_star, pdb, 15puzzle_korf, 'B 11 3 12 5 2 1 9 8 10 14 15 7 4 13 6', 62, 84, 125938, 0.024789, 5.0804e+06
x, a_star, pdb, 15puzzle_korf, '7 15 4 B 10 9 2 5 12 11 13 6 1 3 14 8', 71, 83, 989104, 0.205949, 4.80266e+06
x, a_star, pdb, 15puzzle_korf, '11 4 B 8 6 10 5 13 12 7 14 3 1 2 9 15', 74, 84, 2546076, 0.531711, 4.78846e+06
