grupo, algorithm, heuristic, domain, instance, cost, h0, generated, time, gen_per_sec
x, ida, pdb555, 15puzzle_korf, 'B 1 9 7 11 13 5 3 14 12 4 2 8 6 10 15', 42, 30, 100368, 0.029698, 3.37962e+06
x, ida, pdb555, 15puzzle_korf, '11 B 15 8 13 12 3 5 10 1 4 6 14 9 7 2', 57, 43, 55842762, 14.8731, 3.75461e+06
x, ida, pdb555, 15puzzle_korf, '13 B 9 12 11 6 3 5 15 8 1 10 4 14 2 7', 53, 39, 946233, 0.240771, 3.93001e+06
x, ida, pdb555, 15puzzle_korf, '14 10 2 1 13 9 8 11 7 3 6 12 15 5 4 B', na, na, na, na, na 
x, ida, pdb555, 15puzzle_korf, '12 3 9 1 4 5 10 2 6 11 15 B 14 7 13 8', 49, 39, 757960, 0.243895, 3.10773e+06
x, ida, pdb555, 15puzzle_korf, '15 8 10 7 B 12 14 1 5 9 6 3 13 11 4 2', 55, 41, 17891332, 5.03846, 3.55095e+06
x, ida, pdb555, 15puzzle_korf, '4 7 13 10 1 2 9 6 12 8 14 5 3 B 11 15', 44, 34, 623641, 0.161086, 3.87148e+06
x, ida, pdb555, 15puzzle_korf, '6 B 5 10 11 12 9 2 1 7 4 3 14 8 13 15', 45, 37, 295196, 0.077359, 3.81592e+06
x, ida, pdb555, 15puzzle_korf, '9 5 11 10 13 B 2 1 8 6 14 12 4 7 3 15', 52, 36, 16146397, 4.42024, 3.65283e+06
x, ida, pdb555, 15puzzle_korf, '15 2 12 11 14 13 9 5 1 3 8 7 B 10 6 4', na, na, na, na, na 
x, ida, pdb555, 15puzzle_korf, '11 1 7 4 10 13 3 8 9 14 B 15 6 5 2 12', 54, 38, 44153524, 13.503, 3.2699e+06
x, ida, pdb555, 15puzzle_korf, '5 4 7 1 11 12 14 15 10 13 8 6 2 B 9 3', 50, 36, 1180061, 0.302298, 3.90363e+06
x, ida, pdb555, 15puzzle_korf, '9 7 5 2 14 15 12 10 11 3 6 1 8 13 B 4', 57, 41, 59008683, 16.1627, 3.65093e+06
x, ida, pdb555, 15puzzle_korf, '3 2 7 9 B 15 12 4 6 11 5 14 8 13 10 1', 57, 41, 51850688, 16.2914, 3.18271e+06
x, ida, pdb555, 15puzzle_korf, '13 9 14 6 12 8 1 2 3 4 B 7 5 10 11 15', 46, 36, 381201, 0.110672, 3.44442e+06
x, ida, pdb555, 15puzzle_korf, '5 7 11 8 B 14 9 13 10 12 3 15 6 1 4 2', 53, 45, 631452, 0.18571, 3.4002e+06
x, ida, pdb555, 15puzzle_korf, '4 3 6 13 7 15 9 B 10 5 8 11 2 12 1 14', 50, 36, 2959508, 0.770867, 3.83919e+06
x, ida, pdb555, 15puzzle_korf, '1 7 15 14 2 6 4 9 12 11 13 3 B 8 5 10', 49, 37, 479317, 0.121271, 3.95245e+06
x, ida, pdb555, 15puzzle_korf, '9 14 5 7 8 15 1 2 10 4 13 6 12 B 11 3', 44, 34, 195233, 0.048859, 3.99585e+06
x, ida, pdb555, 15puzzle_korf, 'B 11 3 12 5 2 1 9 8 10 14 15 7 4 13 6', 54, 36, 48229598, 14.9016, 3.23655e+06
x, ida, pdb555, 15puzzle_korf, '7 15 4 B 10 9 2 5 12 11 13 6 1 3 14 8', 57, 41, 15880671, 4.71468, 3.36835e+06
x, ida, pdb555, 15puzzle_korf, '11 4 B 8 6 10 5 13 12 7 14 3 1 2 9 15', 54, 38, 33667827, 9.12369, 3.69016e+06
