grupo, algorithm, heuristic, domain, instance, cost, h0, generated, time, gen_per_sec
x, a_star, pdb, 15puzzle_korf, '5 11 6 9 4 13 12 B 8 2 15 10 1 7 3 14', 50, 38, 2519211, 0.497067, 5.06815e+06
x, a_star, pdb, 15puzzle_korf, '5 B 15 8 4 6 1 14 10 11 3 9 7 12 2 13', 51, 37, 2123280, 0.429447, 4.94422e+06
x, a_star, pdb, 15puzzle_korf, '15 14 6 7 10 1 B 11 12 8 4 9 2 5 13 3', 57, 37, 126963416, 25.5059, 4.9778e+06
x, a_star, pdb, 15puzzle_korf, '11 14 13 1 2 3 12 4 15 7 9 5 10 6 8 B', 66, 48, 325659819, 62.9531, 5.17306e+06
x, a_star, pdb, 15puzzle_korf, '6 13 3 2 11 9 5 10 1 7 12 14 8 4 B 15', 45, 33, 613751, 0.112573, 5.45203e+06
x, a_star, pdb, 15puzzle_korf, '4 6 12 B 14 2 9 13 11 8 3 15 7 10 1 5', 57, 43, 21390459, 3.9428, 5.4252e+06
x, a_star, pdb, 15puzzle_korf, '8 10 9 11 14 1 7 15 13 4 B 12 6 2 5 3', 56, 40, 146761600, 27.4903, 5.33866e+06
x, a_star, pdb, 15puzzle_korf, '5 2 14 B 7 8 6 3 11 12 13 15 4 10 9 1', 51, 33, 18938571, 3.47522, 5.44961e+06
x, a_star, pdb, 15puzzle_korf, '7 8 3 2 10 12 4 6 11 13 5 15 B 1 9 14', 47, 35, 380687, 0.071606, 5.31641e+06
x, a_star, pdb, 15puzzle_korf, '11 6 14 12 3 5 1 15 8 B 10 13 9 7 4 2', 61, 45, 158849982, 29.3996, 5.40314e+06
x, a_star, pdb, 15puzzle_korf, '7 1 2 4 8 3 6 11 10 15 B 5 14 12 13 9', 50, 32, 12012827, 2.61997, 4.5851e+06
x, a_star, pdb, 15puzzle_korf, '7 3 1 13 12 10 5 2 8 B 6 11 14 15 4 9', 51, 35, 4634964, 0.861557, 5.37975e+06
x, a_star, pdb, 15puzzle_korf, '6 B 5 15 1 14 4 9 2 13 8 10 11 12 7 3', 53, 39, 13376977, 2.47895, 5.39623e+06
x, a_star, pdb, 15puzzle_korf, '15 1 3 12 4 B 6 5 2 8 14 9 13 10 7 11', 52, 34, 20533395, 3.79368, 5.41253e+06
x, a_star, pdb, 15puzzle_korf, '5 7 B 11 12 1 9 10 15 6 2 3 8 4 13 14', 44, 32, 220734, 0.039902, 5.5319e+06
x, a_star, pdb, 15puzzle_korf, '12 15 11 10 4 5 14 B 13 7 1 2 9 8 3 6', 56, 42, 37747261, 6.92668, 5.44955e+06
x, a_star, pdb, 15puzzle_korf, '6 14 10 5 15 8 7 1 3 4 2 B 12 9 11 13', 49, 37, 407098, 0.073999, 5.5014e+06
x, a_star, pdb, 15puzzle_korf, '14 13 4 11 15 8 6 9 B 7 3 1 2 10 12 5', 56, 48, 1358969, 0.249602, 5.44454e+06
x, a_star, pdb, 15puzzle_korf, '14 4 B 10 6 5 1 3 9 2 13 15 12 7 8 11', 48, 34, 4335637, 0.846869, 5.11961e+06
x, a_star, pdb, 15puzzle_korf, '15 10 8 3 B 6 9 5 1 14 13 11 7 2 12 4', 57, 41, 85765603, 16.7912, 5.10778e+06
x, a_star, pdb, 15puzzle_korf, 'B 13 2 4 12 14 6 9 15 1 10 3 11 5 8 7', 54, 34, 13758786, 2.59639, 5.29919e+06
x, a_star, pdb, 15puzzle_korf, '3 14 13 6 4 15 8 9 5 12 10 B 2 7 1 11', 53, 41, 2163163, 0.397372, 5.44367e+06
x, a_star, pdb, 15puzzle_korf, 'B 1 9 7 11 13 5 3 14 12 4 2 8 6 10 15', 42, 30, 78520, 0.014784, 5.31115e+06
x, a_star, pdb, 15puzzle_korf, '11 B 15 8 13 12 3 5 10 1 4 6 14 9 7 2', 57, 43, 27402767, 4.9542, 5.53122e+06
x, a_star, pdb, 15puzzle_korf, '13 B 9 12 11 6 3 5 15 8 1 10 4 14 2 7', 53, 39, 750731, 0.139631, 5.37654e+06
x, a_star, pdb, 15puzzle_korf, '14 10 2 1 13 9 8 11 7 3 6 12 15 5 4 B', 62, 44, 362196473, 66.1242, 5.47752e+06
x, a_star, pdb, 15puzzle_korf, '12 3 9 1 4 5 10 2 6 11 15 B 14 7 13 8', 49, 39, 635952, 0.124867, 5.09303e+06
x, a_star, pdb, 15puzzle_korf, '15 8 10 7 B 12 14 1 5 9 6 3 13 11 4 2', 55, 41, 17691502, 3.36933, 5.25075e+06
x, a_star, pdb, 15puzzle_korf, '4 7 13 10 1 2 9 6 12 8 14 5 3 B 11 15', 44, 34, 419275, 0.078764, 5.32318e+06
x, a_star, pdb, 15puzzle_korf, '6 B 5 10 11 12 9 2 1 7 4 3 14 8 13 15', 45, 37, 229207, 0.040873, 5.60779e+06
x, a_star, pdb, 15puzzle_korf, '9 5 11 10 13 B 2 1 8 6 14 12 4 7 3 15', 52, 36, 8017402, 1.47328, 5.44187e+06
x, a_star, pdb, 15puzzle_korf, '15 2 12 11 14 13 9 5 1 3 8 7 B 10 6 4', na, na, na, na, na
x, a_star, pdb, 15puzzle_korf, '11 1 7 4 10 13 3 8 9 14 B 15 6 5 2 12', 54, 38, 25370231, 4.65242, 5.45313e+06
x, a_star, pdb, 15puzzle_korf, '5 4 7 1 11 12 14 15 10 13 8 6 2 B 9 3', 50, 36, 956169, 0.175842, 5.43766e+06
x, a_star, pdb, 15puzzle_korf, '9 7 5 2 14 15 12 10 11 3 6 1 8 13 B 4', 57, 41, 38252815, 6.96649, 5.49098e+06
x, a_star, pdb, 15puzzle_korf, '3 2 7 9 B 15 12 4 6 11 5 14 8 13 10 1', 57, 41, 44165168, 7.86478, 5.61556e+06
x, a_star, pdb, 15puzzle_korf, '13 9 14 6 12 8 1 2 3 4 B 7 5 10 11 15', 46, 36, 194614, 0.035071, 5.54914e+06
x, a_star, pdb, 15puzzle_korf, '5 7 11 8 B 14 9 13 10 12 3 15 6 1 4 2', 53, 45, 543845, 0.097905, 5.55482e+06
x, a_star, pdb, 15puzzle_korf, '4 3 6 13 7 15 9 B 10 5 8 11 2 12 1 14', 50, 36, 772760, 0.134863, 5.72996e+06
x, a_star, pdb, 15puzzle_korf, '1 7 15 14 2 6 4 9 12 11 13 3 B 8 5 10', 49, 37, 436347, 0.076677, 5.69072e+06
x, a_star, pdb, 15puzzle_korf, '9 14 5 7 8 15 1 2 10 4 13 6 12 B 11 3', 44, 34, 34106, 0.005986, 5.69763e+06
x, a_star, pdb, 15puzzle_korf, 'B 11 3 12 5 2 1 9 8 10 14 15 7 4 13 6', 54, 36, 148507733, 26.8816, 5.52452e+06
x, a_star, pdb, 15puzzle_korf, '7 15 4 B 10 9 2 5 12 11 13 6 1 3 14 8', 57, 41, 23161743, 4.23945, 5.46338e+06
x, a_star, pdb, 15puzzle_korf, '11 4 B 8 6 10 5 13 12 7 14 3 1 2 9 15', 54, 38, 47712151, 8.64288, 5.5204e+06
