grupo, algorithm, heuristic, domain, instance, cost, h0, generated, time, gen_per_sec
x, ida, manhattan, 15puzzle_korf, '12 8 14 6 11 4 7 B 5 1 10 15 3 13 9 2', na, na, na, na, na 
x, ida, manhattan, 15puzzle_korf, '14 3 9 1 15 8 4 5 11 7 10 13 B 2 12 6', na, na, na, na, na 
x, ida, manhattan, 15puzzle_korf, '10 9 3 11 B 13 2 14 5 6 4 7 8 15 1 12', 49, 33, 13856657, 92.6378, 149579
x, ida, manhattan, 15puzzle_korf, '7 3 14 13 4 1 10 8 5 12 9 11 2 15 6 B', 54, 34, 44159879, 182.773, 241611
x, ida, manhattan, 15puzzle_korf, '11 4 2 7 1 B 10 15 6 9 14 8 3 13 5 12', 52, 32, 96930158, 367.333, 263875
x, ida, manhattan, 15puzzle_korf, '5 7 3 12 15 13 14 8 B 10 9 6 1 4 2 11', na, na, na, na, na 
x, ida, manhattan, 15puzzle_korf, '14 1 8 15 2 6 B 3 9 12 10 13 4 7 5 11', na, na, na, na, na 
x, ida, manhattan, 15puzzle_korf, '13 14 6 12 4 5 1 B 9 3 10 2 15 11 8 7', 52, 36, 10973596, 40.3415, 272017
x, ida, manhattan, 15puzzle_korf, '9 8 B 2 15 1 4 14 3 10 7 5 11 13 6 12', 54, 38, 97547876, 357.536, 272834
x, ida, manhattan, 15puzzle_korf, '12 15 2 6 1 14 4 8 5 3 7 B 10 13 9 11', 47, 35, 2630673, 9.64688, 272697
x, ida, manhattan, 15puzzle_korf, '12 8 15 13 1 B 5 4 6 3 2 11 9 7 14 10', 50, 38, 1817425, 6.77649, 268196
x, ida, manhattan, 15puzzle_korf, '14 10 9 4 13 6 5 8 2 12 7 B 1 3 11 15', na, na, na, na, na 
x, ida, manhattan, 15puzzle_korf, '14 3 5 15 11 6 13 9 B 10 2 12 4 1 7 8', na, na, na, na, na 
x, ida, manhattan, 15puzzle_korf, '6 11 7 8 13 2 5 4 1 10 3 9 14 B 12 15', 52, 36, 42504570, 161.458, 263255
x, ida, manhattan, 15puzzle_korf, '1 6 12 14 3 2 15 8 4 5 13 9 B 7 11 10', 55, 39, 61061307, 238.581, 255935
x, ida, manhattan, 15puzzle_korf, '12 6 B 4 7 3 15 1 13 9 8 11 2 14 5 10', 52, 36, 45926645, 183.277, 250586
x, ida, manhattan, 15puzzle_korf, '8 1 7 12 11 B 10 5 9 15 6 13 14 2 3 4', na, na, na, na, na 
x, ida, manhattan, 15puzzle_korf, '9 B 4 10 1 14 15 3 12 6 5 7 11 13 8 2', 49, 35, 17300844, 68.1975, 253687
x, ida, manhattan, 15puzzle_korf, '11 5 1 14 4 12 10 B 2 7 13 3 9 15 6 8', na, na, na, na, na 
x, ida, manhattan, 15puzzle_korf, '8 13 10 9 11 3 15 6 B 1 2 14 12 5 4 7', 54, 36, 68724304, 255.693, 268776
x, ida, manhattan, 15puzzle_korf, '4 5 7 2 9 14 12 13 B 3 6 11 8 1 15 10', 42, 30, 293897, 1.09609, 268131
x, ida, manhattan, 15puzzle_korf, '11 15 14 13 1 9 10 4 3 6 2 12 7 5 8 B', 64, 48, 92389755, 361.721, 255417
x, ida, manhattan, 15puzzle_korf, '12 9 B 6 8 3 5 14 2 4 11 7 10 1 15 13', 50, 32, 81784670, 309.736, 264046
x, ida, manhattan, 15puzzle_korf, '3 14 9 7 12 15 B 4 1 8 5 6 11 10 2 13', 51, 39, 3095322, 11.3543, 272612
x, ida, manhattan, 15puzzle_korf, '8 4 6 1 14 12 2 15 13 10 9 5 3 7 B 11', 49, 35, 9821829, 36.0373, 272546
x, ida, manhattan, 15puzzle_korf, '6 10 1 14 15 8 3 5 13 B 2 7 4 9 11 12', 47, 35, 3467312, 12.8076, 270722
x, ida, manhattan, 15puzzle_korf, '8 11 4 6 7 3 10 9 2 12 15 13 B 1 5 14', 49, 39, 1584764, 5.82526, 272050
x, ida, manhattan, 15puzzle_korf, '10 B 2 4 5 1 6 12 11 13 9 7 15 3 14 8', na, na, na, na, na 
x, ida, manhattan, 15puzzle_korf, '12 5 13 11 2 10 B 9 7 8 4 3 14 6 15 1', 53, 39, 62046212, 238.132, 260554
x, ida, manhattan, 15puzzle_korf, '10 2 8 4 15 B 1 14 11 13 3 6 9 7 5 12', 56, 44, 33912187, 124.877, 271564
x, ida, manhattan, 15puzzle_korf, '10 8 B 12 3 7 6 2 1 14 4 11 15 13 9 5', na, na, na, na, na 
x, ida, manhattan, 15puzzle_korf, '14 9 12 13 15 4 8 10 B 2 1 7 3 11 5 6', na, na, na, na, na 
x, ida, manhattan, 15puzzle_korf, '12 11 B 8 10 2 13 15 5 4 7 3 6 9 14 1', na, na, na, na, na 
x, ida, manhattan, 15puzzle_korf, '13 8 14 3 9 1 B 7 15 5 4 10 12 2 6 11', 41, 29, 928274, 3.41586, 271754
x, ida, manhattan, 15puzzle_korf, '3 15 2 5 11 6 4 7 12 9 1 B 13 14 10 8', na, na, na, na, na 
x, ida, manhattan, 15puzzle_korf, '5 11 6 9 4 13 12 B 8 2 15 10 1 7 3 14', 50, 36, 7849812, 28.9486, 271164
x, ida, manhattan, 15puzzle_korf, '5 B 15 8 4 6 1 14 10 11 3 9 7 12 2 13', 51, 37, 13139499, 48.3979, 271489
x, ida, manhattan, 15puzzle_korf, '15 14 6 7 10 1 B 11 12 8 4 9 2 5 13 3', na, na, na, na, na 
x, ida, manhattan, 15puzzle_korf, '11 14 13 1 2 3 12 4 15 7 9 5 10 6 8 B', na, na, na, na, na 
x, ida, manhattan, 15puzzle_korf, '6 13 3 2 11 9 5 10 1 7 12 14 8 4 B 15', 45, 31, 6369447, 25.6399, 248419
x, ida, manhattan, 15puzzle_korf, '4 6 12 B 14 2 9 13 11 8 3 15 7 10 1 5', 57, 43, 24560606, 95.5039, 257169
x, ida, manhattan, 15puzzle_korf, '8 10 9 11 14 1 7 15 13 4 B 12 6 2 5 3', na, na, na, na, na 
x, ida, manhattan, 15puzzle_korf, '5 2 14 B 7 8 6 3 11 12 13 15 4 10 9 1', na, na, na, na, na 
x, ida, manhattan, 15puzzle_korf, '7 8 3 2 10 12 4 6 11 13 5 15 B 1 9 14', 47, 31, 8549603, 32.3018, 264679
x, ida, manhattan, 15puzzle_korf, '11 6 14 12 3 5 1 15 8 B 10 13 9 7 4 2', na, na, na, na, na 
x, ida, manhattan, 15puzzle_korf, '7 1 2 4 8 3 6 11 10 15 B 5 14 12 13 9', na, na, na, na, na 
x, ida, manhattan, 15puzzle_korf, '7 3 1 13 12 10 5 2 8 B 6 11 14 15 4 9', na, na, na, na, na 
x, ida, manhattan, 15puzzle_korf, '6 B 5 15 1 14 4 9 2 13 8 10 11 12 7 3', na, na, na, na, na 
x, ida, manhattan, 15puzzle_korf, '15 1 3 12 4 B 6 5 2 8 14 9 13 10 7 11', na, na, na, na, na 
x, ida, manhattan, 15puzzle_korf, '5 7 B 11 12 1 9 10 15 6 2 3 8 4 13 14', 44, 30, 9903726, 36.6786, 270014
x, ida, manhattan, 15puzzle_korf, '12 15 11 10 4 5 14 B 13 7 1 2 9 8 3 6', na, na, na, na, na 
x, ida, manhattan, 15puzzle_korf, '6 14 10 5 15 8 7 1 3 4 2 B 12 9 11 13', 49, 37, 869923, 3.46792, 250849
x, ida, manhattan, 15puzzle_korf, '14 13 4 11 15 8 6 9 B 7 3 1 2 10 12 5', 56, 46, 7466983, 27.7562, 269020
x, ida, manhattan, 15puzzle_korf, '14 4 B 10 6 5 1 3 9 2 13 15 12 7 8 11', 48, 30, 44883012, 165.832, 270654
x, ida, manhattan, 15puzzle_korf, '15 10 8 3 B 6 9 5 1 14 13 11 7 2 12 4', na, na, na, na, na 
x, ida, manhattan, 15puzzle_korf, 'B 13 2 4 12 14 6 9 15 1 10 3 11 5 8 7', 54, 34, 18714949, 68.7816, 272092
x, ida, manhattan, 15puzzle_korf, '3 14 13 6 4 15 8 9 5 12 10 B 2 7 1 11', 53, 41, 12838112, 47.0854, 272656
x, ida, manhattan, 15puzzle_korf, 'B 1 9 7 11 13 5 3 14 12 4 2 8 6 10 15', 42, 28, 523286, 1.90545, 274627
x, ida, manhattan, 15puzzle_korf, '11 B 15 8 13 12 3 5 10 1 4 6 14 9 7 2', na, na, na, na, na 
x, ida, manhattan, 15puzzle_korf, '13 B 9 12 11 6 3 5 15 8 1 10 4 14 2 7', 53, 39, 9969055, 37.8007, 263727
x, ida, manhattan, 15puzzle_korf, '14 10 2 1 13 9 8 11 7 3 6 12 15 5 4 B', na, na, na, na, na 
x, ida, manhattan, 15puzzle_korf, '12 3 9 1 4 5 10 2 6 11 15 B 14 7 13 8', 49, 31, 39012055, 142.227, 274294
x, ida, manhattan, 15puzzle_korf, '15 8 10 7 B 12 14 1 5 9 6 3 13 11 4 2', na, na, na, na, na 
x, ida, manhattan, 15puzzle_korf, '4 7 13 10 1 2 9 6 12 8 14 5 3 B 11 15', 44, 32, 2618729, 9.58811, 273123
x, ida, manhattan, 15puzzle_korf, '6 B 5 10 11 12 9 2 1 7 4 3 14 8 13 15', 45, 35, 2380354, 8.74633, 272155
x, ida, manhattan, 15puzzle_korf, '9 5 11 10 13 B 2 1 8 6 14 12 4 7 3 15', na, na, na, na, na 
x, ida, manhattan, 15puzzle_korf, '15 2 12 11 14 13 9 5 1 3 8 7 B 10 6 4', na, na, na, na, na 
x, ida, manhattan, 15puzzle_korf, '11 1 7 4 10 13 3 8 9 14 B 15 6 5 2 12', na, na, na, na, na 
x, ida, manhattan, 15puzzle_korf, '5 4 7 1 11 12 14 15 10 13 8 6 2 B 9 3', 50, 36, 5381045, 21.9154, 245537
x, ida, manhattan, 15puzzle_korf, '9 7 5 2 14 15 12 10 11 3 6 1 8 13 B 4', na, na, na, na, na 
x, ida, manhattan, 15puzzle_korf, '3 2 7 9 B 15 12 4 6 11 5 14 8 13 10 1', na, na, na, na, na 
x, ida, manhattan, 15puzzle_korf, '13 9 14 6 12 8 1 2 3 4 B 7 5 10 11 15', 46, 34, 6010651, 22.6026, 265927
x, ida, manhattan, 15puzzle_korf, '5 7 11 8 B 14 9 13 10 12 3 15 6 1 4 2', 53, 45, 1323669, 5.01997, 263681
x, ida, manhattan, 15puzzle_korf, '4 3 6 13 7 15 9 B 10 5 8 11 2 12 1 14', 50, 34, 18160661, 74.9869, 242185
x, ida, manhattan, 15puzzle_korf, '1 7 15 14 2 6 4 9 12 11 13 3 B 8 5 10', 49, 35, 23896845, 94.0143, 254183
x, ida, manhattan, 15puzzle_korf, '9 14 5 7 8 15 1 2 10 4 13 6 12 B 11 3', 44, 32, 3925255, 14.9, 263439
x, ida, manhattan, 15puzzle_korf, 'B 11 3 12 5 2 1 9 8 10 14 15 7 4 13 6', na, na, na, na, na 
x, ida, manhattan, 15puzzle_korf, '7 15 4 B 10 9 2 5 12 11 13 6 1 3 14 8', na, na, na, na, na 
x, ida, manhattan, 15puzzle_korf, '11 4 B 8 6 10 5 13 12 7 14 3 1 2 9 15', na, na, na, na, na 
