grupo, algorithm, heuristic, weight, domain, instance, cost, h0, generated, time, gen_per_sec
x, wida, pdb555, 2, 15puzzle_korf, '12 15 2 6 1 14 4 8 5 3 7 B 10 13 9 11', 47, 74, 155624, 0.057581, 2.7027e+06
x, wida, pdb555, 2, 15puzzle_korf, '12 8 15 13 1 B 5 4 6 3 2 11 9 7 14 10', 50, 88, 100908, 0.028779, 3.50631e+06
x, wida, pdb555, 2, 15puzzle_korf, '14 10 9 4 13 6 5 8 2 12 7 B 1 3 11 15', 59, 86, 182546864, 51.338, 3.55578e+06
x, wida, pdb555, 2, 15puzzle_korf, '14 3 5 15 11 6 13 9 B 10 2 12 4 1 7 8', 60, 84, 176031177, 48.3675, 3.63945e+06
x, wida, pdb555, 2, 15puzzle_korf, '6 11 7 8 13 2 5 4 1 10 3 9 14 B 12 15', 52, 76, 14032554, 3.74907, 3.74294e+06
x, wida, pdb555, 2, 15puzzle_korf, '1 6 12 14 3 2 15 8 4 5 13 9 B 7 11 10', 55, 82, 2842266, 0.766983, 3.70577e+06
x, wida, pdb555, 2, 15puzzle_korf, '12 6 B 4 7 3 15 1 13 9 8 11 2 14 5 10', 52, 80, 975117, 0.243032, 4.0123e+06
x, wida, pdb555, 2, 15puzzle_korf, '8 1 7 12 11 B 10 5 9 15 6 13 14 2 3 4', 58, 80, 14146671, 3.95517, 3.57676e+06
x, wida, pdb555, 2, 15puzzle_korf, '9 B 4 10 1 14 15 3 12 6 5 7 11 13 8 2', 49, 70, 4423935, 1.1779, 3.75578e+06
x, wida, pdb555, 2, 15puzzle_korf, '11 5 1 14 4 12 10 B 2 7 13 3 9 15 6 8', 54, 72, 21504640, 5.86688, 3.66543e+06
x, wida, pdb555, 2, 15puzzle_korf, '8 13 10 9 11 3 15 6 B 1 2 14 12 5 4 7', 54, 72, 18244733, 4.96047, 3.67803e+06
x, wida, pdb555, 2, 15puzzle_korf, '4 5 7 2 9 14 12 13 B 3 6 11 8 1 15 10', 42, 64, 58439, 0.014816, 3.94432e+06
x, wida, pdb555, 2, 15puzzle_korf, '11 15 14 13 1 9 10 4 3 6 2 12 7 5 8 B', 64, 104, 21915794, 5.99412, 3.65621e+06
x, wida, pdb555, 2, 15puzzle_korf, '12 9 B 6 8 3 5 14 2 4 11 7 10 1 15 13', 50, 72, 2294779, 0.602651, 3.80781e+06
x, wida, pdb555, 2, 15puzzle_korf, '3 14 9 7 12 15 B 4 1 8 5 6 11 10 2 13', 51, 78, 210574, 0.064084, 3.28591e+06
x, wida, pdb555, 2, 15puzzle_korf, '8 4 6 1 14 12 2 15 13 10 9 5 3 7 B 11', 49, 78, 381622, 0.089906, 4.24468e+06
x, wida, pdb555, 2, 15puzzle_korf, '6 10 1 14 15 8 3 5 13 B 2 7 4 9 11 12', 47, 70, 1134198, 0.306898, 3.69568e+06
x, wida, pdb555, 2, 15puzzle_korf, '8 11 4 6 7 3 10 9 2 12 15 13 B 1 5 14', 49, 82, 114217, 0.026559, 4.3005e+06
x, wida, pdb555, 2, 15puzzle_korf, '10 B 2 4 5 1 6 12 11 13 9 7 15 3 14 8', 59, 74, 123828705, 33.7655, 3.66731e+06
x, wida, pdb555, 2, 15puzzle_korf, '12 5 13 11 2 10 B 9 7 8 4 3 14 6 15 1', 53, 78, 17996797, 5.03885, 3.57161e+06
x, wida, pdb555, 2, 15puzzle_korf, '10 2 8 4 15 B 1 14 11 13 3 6 9 7 5 12', 56, 88, 12559406, 3.19962, 3.92528e+06
x, wida, pdb555, 2, 15puzzle_korf, '10 8 B 12 3 7 6 2 1 14 4 11 15 13 9 5', 56, 84, 10681280, 2.71987, 3.92713e+06
x, wida, pdb555, 2, 15puzzle_korf, '14 9 12 13 15 4 8 10 B 2 1 7 3 11 5 6', 64, 100, 372460740, 97.9137, 3.80397e+06
x, wida, pdb555, 2, 15puzzle_korf, '12 11 B 8 10 2 13 15 5 4 7 3 6 9 14 1', 56, 80, 35137837, 7.70754, 4.55889e+06
x, wida, pdb555, 2, 15puzzle_korf, '13 8 14 3 9 1 B 7 15 5 4 10 12 2 6 11', 41, 66, 123057, 0.025434, 4.83829e+06
x, wida, pdb555, 2, 15puzzle_korf, '3 15 2 5 11 6 4 7 12 9 1 B 13 14 10 8', 55, 66, 113373190, 29.2471, 3.87639e+06
x, wida, pdb555, 2, 15puzzle_korf, '5 11 6 9 4 13 12 B 8 2 15 10 1 7 3 14', 50, 76, 3497243, 0.778317, 4.49334e+06
x, wida, pdb555, 2, 15puzzle_korf, '5 B 15 8 4 6 1 14 10 11 3 9 7 12 2 13', 51, 74, 3676141, 0.815336, 4.50874e+06
x, wida, pdb555, 2, 15puzzle_korf, '15 14 6 7 10 1 B 11 12 8 4 9 2 5 13 3', 57, 74, 154159594, 43.0953, 3.57718e+06
x, wida, pdb555, 2, 15puzzle_korf, '11 14 13 1 2 3 12 4 15 7 9 5 10 6 8 B', 66, 96, 334867050, 82.717, 4.04835e+06
x, wida, pdb555, 2, 15puzzle_korf, '6 13 3 2 11 9 5 10 1 7 12 14 8 4 B 15', 45, 66, 455447, 0.099065, 4.59746e+06
x, wida, pdb555, 2, 15puzzle_korf, '4 6 12 B 14 2 9 13 11 8 3 15 7 10 1 5', 57, 86, 8446194, 2.3804, 3.54822e+06
x, wida, pdb555, 2, 15puzzle_korf, '8 10 9 11 14 1 7 15 13 4 B 12 6 2 5 3', 56, 80, 121419043, 28.9575, 4.19301e+06
x, wida, pdb555, 2, 15puzzle_korf, '5 2 14 B 7 8 6 3 11 12 13 15 4 10 9 1', 51, 66, 28391409, 5.92623, 4.7908e+06
x, wida, pdb555, 2, 15puzzle_korf, '7 8 3 2 10 12 4 6 11 13 5 15 B 1 9 14', 47, 70, 444868, 0.091956, 4.83784e+06
x, wida, pdb555, 2, 15puzzle_korf, '11 6 14 12 3 5 1 15 8 B 10 13 9 7 4 2', 61, 90, 205396518, 42.9556, 4.78161e+06
x, wida, pdb555, 2, 15puzzle_korf, '7 1 2 4 8 3 6 11 10 15 B 5 14 12 13 9', 50, 64, 16601791, 3.57779, 4.64023e+06
x, wida, pdb555, 2, 15puzzle_korf, '7 3 1 13 12 10 5 2 8 B 6 11 14 15 4 9', 51, 70, 12659986, 2.67842, 4.72667e+06
x, wida, pdb555, 2, 15puzzle_korf, '6 B 5 15 1 14 4 9 2 13 8 10 11 12 7 3', 53, 78, 22014845, 4.59114, 4.79508e+06
x, wida, pdb555, 2, 15puzzle_korf, '15 1 3 12 4 B 6 5 2 8 14 9 13 10 7 11', 52, 68, 23066544, 5.06072, 4.55796e+06
x, wida, pdb555, 2, 15puzzle_korf, '5 7 B 11 12 1 9 10 15 6 2 3 8 4 13 14', 44, 64, 402534, 0.077232, 5.21201e+06
x, wida, pdb555, 2, 15puzzle_korf, '12 15 11 10 4 5 14 B 13 7 1 2 9 8 3 6', 56, 84, 60463644, 13.5182, 4.47276e+06
x, wida, pdb555, 2, 15puzzle_korf, '6 14 10 5 15 8 7 1 3 4 2 B 12 9 11 13', 49, 74, 240989, 0.062739, 3.84114e+06
x, wida, pdb555, 2, 15puzzle_korf, '14 13 4 11 15 8 6 9 B 7 3 1 2 10 12 5', 56, 96, 3528702, 0.750267, 4.70326e+06
x, wida, pdb555, 2, 15puzzle_korf, '14 4 B 10 6 5 1 3 9 2 13 15 12 7 8 11', 48, 68, 4212580, 0.875527, 4.81148e+06
x, wida, pdb555, 2, 15puzzle_korf, '15 10 8 3 B 6 9 5 1 14 13 11 7 2 12 4', 57, 82, 57411279, 12.1256, 4.73472e+06
x, wida, pdb555, 2, 15puzzle_korf, 'B 13 2 4 12 14 6 9 15 1 10 3 11 5 8 7', 54, 68, 5567122, 1.21209, 4.59298e+06
x, wida, pdb555, 2, 15puzzle_korf, '3 14 13 6 4 15 8 9 5 12 10 B 2 7 1 11', 53, 82, 2526983, 0.52873, 4.77934e+06
x, wida, pdb555, 2, 15puzzle_korf, 'B 1 9 7 11 13 5 3 14 12 4 2 8 6 10 15', 42, 60, 100368, 0.020621, 4.86727e+06
x, wida, pdb555, 2, 15puzzle_korf, '11 B 15 8 13 12 3 5 10 1 4 6 14 9 7 2', 57, 86, 55842762, 11.6214, 4.80517e+06
x, wida, pdb555, 2, 15puzzle_korf, '13 B 9 12 11 6 3 5 15 8 1 10 4 14 2 7', 53, 78, 946233, 0.2372, 3.98918e+06
x, wida, pdb555, 2, 15puzzle_korf, '14 10 2 1 13 9 8 11 7 3 6 12 15 5 4 B', na, na, na, na, na 
x, wida, pdb555, 2, 15puzzle_korf, '12 3 9 1 4 5 10 2 6 11 15 B 14 7 13 8', 49, 78, 757960, 0.222592, 3.40515e+06
x, wida, pdb555, 2, 15puzzle_korf, '15 8 10 7 B 12 14 1 5 9 6 3 13 11 4 2', 55, 82, 17891332, 5.06414, 3.53295e+06
x, wida, pdb555, 2, 15puzzle_korf, '4 7 13 10 1 2 9 6 12 8 14 5 3 B 11 15', 44, 68, 623641, 0.176418, 3.53502e+06
x, wida, pdb555, 2, 15puzzle_korf, '6 B 5 10 11 12 9 2 1 7 4 3 14 8 13 15', 45, 74, 295196, 0.099108, 2.97853e+06
x, wida, pdb555, 2, 15puzzle_korf, '9 5 11 10 13 B 2 1 8 6 14 12 4 7 3 15', 52, 72, 16146397, 4.60661, 3.50505e+06
x, wida, pdb555, 2, 15puzzle_korf, '15 2 12 11 14 13 9 5 1 3 8 7 B 10 6 4', na, na, na, na, na 
x, wida, pdb555, 2, 15puzzle_korf, '11 1 7 4 10 13 3 8 9 14 B 15 6 5 2 12', 54, 76, 44153524, 11.3119, 3.90327e+06
x, wida, pdb555, 2, 15puzzle_korf, '5 4 7 1 11 12 14 15 10 13 8 6 2 B 9 3', 50, 72, 1180061, 0.308938, 3.81973e+06
x, wida, pdb555, 2, 15puzzle_korf, '9 7 5 2 14 15 12 10 11 3 6 1 8 13 B 4', 57, 82, 59008683, 17.3873, 3.39378e+06
x, wida, pdb555, 2, 15puzzle_korf, '3 2 7 9 B 15 12 4 6 11 5 14 8 13 10 1', 57, 82, 51850688, 14.4507, 3.58811e+06
x, wida, pdb555, 2, 15puzzle_korf, '13 9 14 6 12 8 1 2 3 4 B 7 5 10 11 15', 46, 72, 381201, 0.104745, 3.63932e+06
x, wida, pdb555, 2, 15puzzle_korf, '5 7 11 8 B 14 9 13 10 12 3 15 6 1 4 2', 53, 90, 631452, 0.177152, 3.56446e+06
x, wida, pdb555, 2, 15puzzle_korf, '4 3 6 13 7 15 9 B 10 5 8 11 2 12 1 14', 50, 72, 2959508, 0.792266, 3.7355e+06
x, wida, pdb555, 2, 15puzzle_korf, '1 7 15 14 2 6 4 9 12 11 13 3 B 8 5 10', 49, 74, 479317, 0.117559, 4.07725e+06
x, wida, pdb555, 2, 15puzzle_korf, '9 14 5 7 8 15 1 2 10 4 13 6 12 B 11 3', 44, 68, 195233, 0.054879, 3.55752e+06
x, wida, pdb555, 2, 15puzzle_korf, 'B 11 3 12 5 2 1 9 8 10 14 15 7 4 13 6', 54, 72, 48229598, 14.409, 3.34718e+06
x, wida, pdb555, 2, 15puzzle_korf, '7 15 4 B 10 9 2 5 12 11 13 6 1 3 14 8', 57, 82, 15880671, 4.39109, 3.61657e+06
x, wida, pdb555, 2, 15puzzle_korf, '11 4 B 8 6 10 5 13 12 7 14 3 1 2 9 15', 54, 76, 33667827, 8.68507, 3.87652e+06
